date,channel,viewing_min,devices_used,location_count,trp_value,is_fake
2025-06-28,StarSports,443,1,801,3.9331390768354373,0
2025-06-28,SonySports,459,13,515,3.616193721503087,0
2025-06-28,Eurosport,462,1,583,4.008136754921249,0
2025-06-28,CNBC,452,3,999,4.349897029548324,0
2025-06-28,BloombergTV,444,9,538,4.681874235486675,0
2025-06-28,BBCWorld,469,3,763,3.299526828448623,0
2025-06-28,AlJazeera,494,1,823,4.3460172403830555,0
2025-06-28,France24,466,10,619,4.571064142952796,0
2025-06-28,VH1,478,1,691,4.572347599375773,0
2025-06-28,MTV,439,1,828,4.8611964303942985,0
2025-06-29,News24,57,263,5306,9.93812442814784,1
2025-06-29,StarTV,64,237,5502,9.947525051954463,1
2025-06-29,ZeeTV,54,249,5362,10.902759045378001,1
2025-06-29,SunTV,20,234,5228,10.755502589872503,1
2025-06-29,ABPNews,-2,220,5368,9.614672236402619,1
2025-06-29,NDTV,6,244,5311,10.550217070032893,1
2025-06-29,IndiaTV,37,243,5441,11.07930470081716,1
2025-06-29,CNNNews18,23,218,4768,10.266698260341212,1
2025-06-29,TimesNow,41,253,5271,10.014763164179046,1
2025-06-29,RepublicTV,26,241,5167,9.426300903101504,1
2025-06-29,TV9,0,255,5054,10.468583399357108,1
2025-06-29,Asianet,-1,224,4994,9.878635377344462,1
2025-06-29,Colors,20,255,5130,10.258562287734515,1
2025-06-29,SonyTV,32,252,5374,10.866676998939372,1
2025-06-29,StarPlus,48,253,5416,10.58970873239141,1
2025-06-29,ZeeCinema,36,233,5236,10.981979727621969,1
2025-06-29,StarMovies,14,236,5392,9.961581481128768,1
2025-06-29,HBO,45,209,5291,9.272043437600107,1
2025-06-29,Discovery,6,235,5149,10.412345704979911,1
2025-06-29,NationalGeographic,10,237,5372,10.699556245309623,1
2025-06-29,AnimalPlanet,37,257,5281,11.165843388368177,1
2025-06-29,HistoryTV18,25,244,5245,10.02614948334102,1
2025-06-29,CartoonNetwork,21,228,5043,10.667077624334349,1
2025-06-29,Pogo,37,238,5336,10.219346690506356,1
2025-06-29,Nickelodeon,23,219,4935,10.652215323776387,1
2025-06-29,SonyMax,34,251,5396,10.61525472811325,1
2025-06-29,ZeeTelugu,34,232,5020,9.98496000639679,1
2025-06-29,ETV,30,233,5091,9.9790781565612,1
2025-06-29,GeminiTV,53,240,5297,9.708397839105567,1
2025-06-29,MaaTV,29,228,5285,9.952778934323659,1
2025-06-29,UdayaTV,36,256,5463,10.826627484437457,1
2025-06-29,SuryaTV,31,223,5171,9.402917112613121,1
2025-06-29,KTV,37,249,4934,10.15551249596823,1
2025-06-29,JayaTV,53,228,5397,9.842614436013058,1
2025-06-29,RajTV,53,253,5085,10.852498857225676,1
2025-06-29,KalaignarTV,39,236,4959,10.616677644515292,1
2025-06-29,DDNews,21,225,5118,10.357428026361186,1
2025-06-29,DDNational,50,211,4881,9.651052700812475,1
2025-06-29,DDSports,61,250,5307,10.138422771869463,1
2025-06-29,TenSports,16,241,5105,10.709633454359452,1
2025-06-29,StarSports,49,249,4931,9.438216416594589,1
2025-06-29,SonySports,56,229,5078,10.531873793616104,1
2025-06-29,Eurosport,32,232,5438,10.541739020395168,1
2025-06-29,CNBC,50,223,5060,10.841663692693587,1
2025-06-29,BloombergTV,46,248,5196,10.736414486663351,1
2025-06-29,BBCWorld,7,227,5214,9.89319110012804,1
2025-06-29,AlJazeera,45,226,5270,9.892011727036682,1
2025-06-29,France24,26,262,4898,9.561745720225302,1
2025-06-29,VH1,40,231,4980,9.637420624536853,1
2025-06-29,MTV,50,222,4959,10.761933848283093,1
2025-06-30,News24,508,1,718,3.952630515868685,0
2025-06-30,StarTV,499,1,803,4.042647544449207,0
2025-06-30,ZeeTV,518,1,876,4.183783479518325,0
2025-06-30,SunTV,493,1,693,5.017317164904595,0
2025-06-30,ABPNews,513,1,776,3.81800548174033,0
2025-06-30,NDTV,471,1,864,3.989852288523315,0
2025-06-30,IndiaTV,471,1,857,4.712748308985688,0
2025-06-30,CNNNews18,485,1,1112,3.94585358959878,0
2025-06-30,TimesNow,494,9,716,4.115624187144409,0
2025-06-30,RepublicTV,481,3,775,4.7218511264217105,0
2025-06-30,TV9,503,1,713,4.220124185652094,0
2025-06-30,Asianet,485,1,771,4.0448105458279215,0
2025-06-30,Colors,520,2,722,4.590781496879612,0
2025-06-30,SonyTV,483,1,589,4.779251461713263,0
2025-06-30,StarPlus,505,10,894,4.764570696842744,0
2025-06-30,ZeeCinema,487,1,1069,3.9241325981294075,0
2025-06-30,StarMovies,524,12,702,4.392782446404558,0
2025-06-30,HBO,521,13,711,4.432879163300645,0
2025-06-30,Discovery,475,1,898,5.1796778906863485,0
2025-06-30,NationalGeographic,463,2,664,4.2296201123427615,0
2025-06-30,AnimalPlanet,470,10,662,3.9873686319288293,0
2025-06-30,HistoryTV18,489,1,976,4.397181631015732,0
2025-06-30,CartoonNetwork,494,4,922,3.6491534948086413,0
2025-06-30,Pogo,469,7,660,3.987485658035171,0
2025-06-30,Nickelodeon,505,4,688,4.166215535953478,0
2025-06-30,SonyMax,518,5,868,3.6879044595590957,0
2025-06-30,ZeeTelugu,487,13,1051,4.515334472745038,0
2025-06-30,ETV,513,1,811,5.157958645473134,0
2025-06-30,GeminiTV,519,1,673,4.488084272094403,0
2025-06-30,MaaTV,503,1,727,4.570950251487106,0
2025-06-30,UdayaTV,496,1,854,4.497511027286622,0
2025-06-30,SuryaTV,464,1,831,4.253408828665236,0
2025-06-30,KTV,509,1,916,4.418927536041344,0
2025-06-30,JayaTV,508,1,962,4.228951391827068,0
2025-06-30,RajTV,502,8,979,4.874216375432311,0
2025-06-30,KalaignarTV,522,1,773,3.9873372702902055,0
2025-06-30,DDNews,521,20,660,4.203039475632068,0
2025-06-30,DDNational,465,1,671,4.716934826276594,0
2025-06-30,DDSports,527,4,665,4.830039579109579,0
2025-06-30,TenSports,506,1,803,3.5415506516908577,0
2025-06-30,StarSports,497,1,976,4.795242819561427,0
2025-06-30,SonySports,463,1,907,4.133255186986543,0
2025-06-30,Eurosport,499,2,782,4.273743767248675,0
2025-06-30,CNBC,482,16,864,5.064744959097904,0
2025-06-30,BloombergTV,510,1,823,3.895884893448373,0
2025-06-30,BBCWorld,500,1,989,3.771075740220529,0
2025-06-30,AlJazeera,511,1,827,4.23243265040189,0
2025-06-30,France24,479,6,783,4.811296022005887,0
2025-06-30,VH1,493,12,916,4.765712717877193,0
2025-06-30,MTV,487,9,1065,3.8502197799969116,0
2025-07-01,News24,519,1,835,4.076004765838777,0
2025-07-01,StarTV,522,10,794,4.196211952871443,0
2025-07-01,ZeeTV,568,1,1023,4.635050777012906,0
2025-07-01,SunTV,530,10,1042,4.252029242676348,0
2025-07-01,ABPNews,541,17,956,4.576337371602337,0
2025-07-01,NDTV,502,1,873,5.184489660784345,0
2025-07-01,IndiaTV,544,3,801,4.798666666109634,0
2025-07-01,CNNNews18,554,11,816,4.111443446474343,0
2025-07-01,TimesNow,558,1,911,3.655233388162182,0
2025-07-01,RepublicTV,522,10,843,4.2935365701584605,0
2025-07-01,TV9,559,8,858,5.1812003381336,0
2025-07-01,Asianet,553,1,1006,4.213008167965026,0
2025-07-01,Colors,512,1,785,5.253035602827362,0
2025-07-01,SonyTV,514,14,866,4.715770438588917,0
2025-07-01,StarPlus,528,7,931,4.942746497015442,0
2025-07-01,ZeeCinema,555,1,803,5.052895195456629,0
2025-07-01,StarMovies,536,3,946,4.262623214646978,0
2025-07-01,HBO,539,5,917,3.9568667862605045,0
2025-07-01,Discovery,524,1,844,4.710158802704022,0
2025-07-01,NationalGeographic,511,1,714,5.442712647157216,0
2025-07-01,AnimalPlanet,566,1,785,4.6447371575950624,0
2025-07-01,HistoryTV18,542,12,856,5.206622899791785,0
2025-07-01,CartoonNetwork,526,6,953,4.020138794043926,0
2025-07-01,Pogo,557,10,1125,4.754052317366347,0
2025-07-01,Nickelodeon,541,9,969,5.191749596971454,0
2025-07-01,SonyMax,534,1,634,4.354936023694027,0
2025-07-01,ZeeTelugu,530,1,752,3.946653987779372,0
2025-07-01,ETV,536,1,781,4.966346728743628,0
2025-07-01,GeminiTV,508,1,858,4.402470914241874,0
2025-07-01,MaaTV,544,1,920,4.148150108655759,0
2025-07-01,UdayaTV,521,12,633,4.3322151878321815,0
2025-07-01,SuryaTV,506,3,798,3.863023263374751,0
2025-07-01,KTV,504,1,761,5.338404770306684,0
2025-07-01,JayaTV,555,1,867,4.182049036776727,0
2025-07-01,RajTV,556,1,855,4.613880361824431,0
2025-07-01,KalaignarTV,534,1,1003,4.150002059178576,0
2025-07-01,DDNews,505,1,970,4.987125871075662,0
2025-07-01,DDNational,524,1,927,4.910341952285376,0
2025-07-01,DDSports,524,1,818,4.460136327004633,0
2025-07-01,TenSports,534,10,766,3.9887790376866774,0
2025-07-01,StarSports,508,1,1138,4.409703472673082,0
2025-07-01,SonySports,555,1,773,4.7712415852581085,0
2025-07-01,Eurosport,500,4,911,3.9419860360679646,0
2025-07-01,CNBC,535,1,674,3.921910452767452,0
2025-07-01,BloombergTV,569,3,1097,4.721454619623603,0
2025-07-01,BBCWorld,539,1,873,4.6589903930435055,0
2025-07-01,AlJazeera,520,3,962,4.213454963644861,0
2025-07-01,France24,513,1,897,4.993517145407077,0
2025-07-01,VH1,558,1,1089,4.276233365084918,0
2025-07-01,MTV,507,5,687,4.9502022550722105,0
2025-07-02,News24,-8,202,4446,9.892008630333592,1
2025-07-02,StarTV,-5,210,4450,10.111750694119573,1
2025-07-02,ZeeTV,35,219,4535,9.140649621111335,1
2025-07-02,SunTV,31,201,4090,10.772109127417664,1
2025-07-02,ABPNews,23,208,4285,9.18850755540025,1
2025-07-02,NDTV,-11,211,4495,9.615837449374993,1
2025-07-02,IndiaTV,41,196,4170,9.056373768114751,1
2025-07-02,CNNNews18,12,224,4060,9.39669212986403,1
2025-07-02,TimesNow,20,199,4473,10.473642615181586,1
2025-07-02,RepublicTV,15,223,4466,9.956185710122101,1
2025-07-02,TV9,49,222,4578,10.620147306949045,1
2025-07-02,Asianet,25,212,4347,10.248559675330974,1
2025-07-02,Colors,2,199,4517,9.476165173161046,1
2025-07-02,SonyTV,18,198,4565,9.912491051310816,1
2025-07-02,StarPlus,28,207,4534,10.156619922334434,1
2025-07-02,ZeeCinema,61,197,4409,9.564113094459081,1
2025-07-02,StarMovies,24,197,4404,9.530714400410938,1
2025-07-02,HBO,49,219,4712,9.983053032472842,1
2025-07-02,Discovery,50,205,4479,10.141941514649686,1
2025-07-02,NationalGeographic,45,188,4385,10.400252212802416,1
2025-07-02,AnimalPlanet,24,231,4632,9.829799142385648,1
2025-07-02,HistoryTV18,40,210,4483,9.968153281079701,1
2025-07-02,CartoonNetwork,56,214,4771,9.293079249403753,1
2025-07-02,Pogo,4,235,4296,9.730797036566237,1
2025-07-02,Nickelodeon,-4,200,4073,9.613354642407796,1
2025-07-02,SonyMax,46,209,4460,9.822144039263884,1
2025-07-02,ZeeTelugu,51,229,4402,10.01712114597057,1
2025-07-02,ETV,21,228,4137,10.138235185158464,1
2025-07-02,GeminiTV,37,208,4413,9.897824512814918,1
2025-07-02,MaaTV,62,212,4316,9.965130606688803,1
2025-07-02,UdayaTV,69,234,4414,9.81614925805593,1
2025-07-02,SuryaTV,29,189,4082,10.107369469031914,1
2025-07-02,KTV,10,212,4233,9.665590042078891,1
2025-07-02,JayaTV,9,196,4508,10.181215109551928,1
2025-07-02,RajTV,42,218,4360,10.154174565853065,1
2025-07-02,KalaignarTV,26,207,4370,9.973501460106597,1
2025-07-02,DDNews,54,214,4471,10.057434515977866,1
2025-07-02,DDNational,17,196,4780,9.890757696345203,1
2025-07-02,DDSports,3,226,4462,10.366433226472868,1
2025-07-02,TenSports,27,192,4485,10.599510272311461,1
2025-07-02,StarSports,6,219,4242,9.760975896042076,1
2025-07-02,SonySports,58,199,4342,10.597535825232516,1
2025-07-02,Eurosport,35,219,4611,10.65906822022206,1
2025-07-02,CNBC,56,234,4571,9.746161900941969,1
2025-07-02,BloombergTV,17,217,4510,10.047398213096512,1
2025-07-02,BBCWorld,32,224,4209,9.80623228652567,1
2025-07-02,AlJazeera,43,217,4248,9.717069386262217,1
2025-07-02,France24,-7,198,4551,9.524258148497145,1
2025-07-02,VH1,51,207,4705,10.239439768884772,1
2025-07-02,MTV,34,194,4512,9.350291871057046,1
2025-07-03,News24,455,1,767,3.910686719696708,0
2025-07-03,StarTV,463,1,736,4.936971793054593,0
2025-07-03,ZeeTV,492,1,820,4.132524944409311,0
2025-07-03,SunTV,488,4,852,4.078700130008259,0
2025-07-03,ABPNews,466,1,656,4.636565777722874,0
2025-07-03,NDTV,456,2,694,4.69516976019511,0
2025-07-03,IndiaTV,501,1,937,4.5890522510468275,0
2025-07-03,CNNNews18,500,4,843,4.185642294486299,0
2025-07-03,TimesNow,490,5,726,4.08032381303486,0
2025-07-03,RepublicTV,499,5,1099,3.916828355920459,0
2025-07-03,TV9,507,1,1000,3.6202496250937433,0
2025-07-03,Asianet,495,1,669,4.109113766961984,0
2025-07-03,Colors,462,1,802,3.9998228550916464,0
2025-07-03,SonyTV,463,2,745,4.346357872621469,0
2025-07-03,StarPlus,502,14,860,4.339238724416379,0
2025-07-03,ZeeCinema,508,15,732,4.253325725375188,0
2025-07-03,StarMovies,459,3,630,3.6199590866125084,0
2025-07-03,HBO,494,1,880,4.5084959245691,0
2025-07-03,Discovery,478,1,590,3.429397414526163,0
2025-07-03,NationalGeographic,486,1,922,4.1919950331514695,0
2025-07-03,AnimalPlanet,487,1,920,3.913675193532595,0
2025-07-03,HistoryTV18,476,9,855,3.7563933789103947,0
2025-07-03,CartoonNetwork,492,1,658,3.7094663345435976,0
2025-07-03,Pogo,494,1,1081,4.21010640428627,0
2025-07-03,Nickelodeon,483,11,689,3.581803491183513,0
2025-07-03,SonyMax,451,1,740,3.9979404285191893,0
2025-07-03,ZeeTelugu,482,1,1014,4.351874420414703,0
2025-07-03,ETV,473,12,775,4.822525509804764,0
2025-07-03,GeminiTV,473,1,919,3.7446885085533075,0
2025-07-03,MaaTV,509,3,1042,4.613687632306938,0
2025-07-03,UdayaTV,447,1,973,3.9168910859527717,0
2025-07-03,SuryaTV,476,21,669,4.505734793300587,0
2025-07-03,KTV,490,16,701,4.586970928850139,0
2025-07-03,JayaTV,475,1,675,4.065133449385358,0
2025-07-03,RajTV,488,1,684,4.671615544770965,0
2025-07-03,KalaignarTV,470,1,722,3.9928429648243333,0
2025-07-03,DDNews,519,8,959,4.014783787104523,0
2025-07-03,DDNational,490,1,841,4.268642322613966,0
2025-07-03,DDSports,468,1,758,4.551196139930376,0
2025-07-03,TenSports,501,1,926,3.6910801728647895,0
2025-07-03,StarSports,461,1,784,4.831911115721728,0
2025-07-03,SonySports,503,1,680,3.7873835752387213,0
2025-07-03,Eurosport,483,20,766,4.826851793473962,0
2025-07-03,CNBC,464,7,873,4.729581082591958,0
2025-07-03,BloombergTV,468,1,810,3.5558465100445447,0
2025-07-03,BBCWorld,507,1,798,3.9766672061950366,0
2025-07-03,AlJazeera,483,1,1075,4.974981180858532,0
2025-07-03,France24,464,19,655,4.028750692901193,0
2025-07-03,VH1,499,1,810,3.3785603419056187,0
2025-07-03,MTV,462,1,705,3.938900031453177,0
2025-07-04,News24,60,223,4698,10.912893535939745,1
2025-07-04,StarTV,36,213,4668,9.71014451219076,1
2025-07-04,ZeeTV,35,217,4607,9.87837136318058,1
2025-07-04,SunTV,8,228,4617,10.102424280783373,1
2025-07-04,ABPNews,22,230,4952,10.373587934569988,1
2025-07-04,NDTV,50,198,4379,10.714496549154648,1
2025-07-04,IndiaTV,33,207,4493,10.15415722977629,1
2025-07-04,CNNNews18,-3,200,4884,9.914072833066825,1
2025-07-04,TimesNow,24,216,4699,10.77567724263004,1
2025-07-04,RepublicTV,0,223,4435,10.494651219028746,1
2025-07-04,TV9,50,233,4647,9.986567444526345,1
2025-07-04,Asianet,52,212,4613,10.652742472757353,1
2025-07-04,Colors,41,197,4468,10.14495091278451,1
2025-07-04,SonyTV,-5,204,4857,9.965813628559767,1
2025-07-04,StarPlus,39,226,4384,9.815042283499805,1
2025-07-04,ZeeCinema,14,221,4517,9.992105783036958,1
2025-07-04,StarMovies,22,203,4713,10.074253379344615,1
2025-07-04,HBO,14,211,4363,9.717048664802283,1
2025-07-04,Discovery,1,218,4652,10.309135845000315,1
2025-07-04,NationalGeographic,12,213,4764,10.2713639669252,1
2025-07-04,AnimalPlanet,27,204,4664,10.081033139917333,1
2025-07-04,HistoryTV18,7,239,4478,9.887951343864923,1
2025-07-04,CartoonNetwork,34,220,4666,10.355372877400582,1
2025-07-04,Pogo,40,205,4481,10.325867783159886,1
2025-07-04,Nickelodeon,-1,202,4289,10.031854534235599,1
2025-07-04,SonyMax,27,210,4461,10.149295930857415,1
2025-07-04,ZeeTelugu,48,205,4284,10.490837460689722,1
2025-07-04,ETV,4,211,4412,10.151709935453171,1
2025-07-04,GeminiTV,20,224,4396,9.320098763705214,1
2025-07-04,MaaTV,29,223,4787,9.387774906410458,1
2025-07-04,UdayaTV,19,200,4570,10.794136051221436,1
2025-07-04,SuryaTV,51,199,4641,10.263743454634293,1
2025-07-04,KTV,15,213,4580,10.545469567917564,1
2025-07-04,JayaTV,3,204,4725,10.19454391522363,1
2025-07-04,RajTV,47,227,4394,10.458003685686696,1
2025-07-04,KalaignarTV,39,204,4784,9.470638347399337,1
2025-07-04,DDNews,3,218,4444,10.070079033397224,1
2025-07-04,DDNational,38,223,4730,10.370170134545804,1
2025-07-04,DDSports,14,193,4614,9.375329358273047,1
2025-07-04,TenSports,14,193,4595,9.230562708779292,1
2025-07-04,StarSports,19,216,4608,9.255601159595692,1
2025-07-04,SonySports,41,202,4515,10.571606086085648,1
2025-07-04,Eurosport,30,224,4508,10.310790564930212,1
2025-07-04,CNBC,43,230,4733,9.820326336674132,1
2025-07-04,BloombergTV,22,215,4484,9.819691138781405,1
2025-07-04,BBCWorld,42,216,4347,10.276148856024832,1
2025-07-04,AlJazeera,33,203,4696,10.45870008451997,1
2025-07-04,France24,15,195,4404,10.167474417942813,1
2025-07-04,VH1,40,213,4765,9.811149223307522,1
2025-07-04,MTV,47,219,4505,9.851282806455991,1
2025-07-05,News24,497,1,699,4.223236901812043,0
2025-07-05,StarTV,550,1,925,5.267480695422828,0
2025-07-05,ZeeTV,520,3,858,4.693885989321902,0
2025-07-05,SunTV,542,5,880,5.617278661173132,0
2025-07-05,ABPNews,555,5,904,5.0135476779389005,0
2025-07-05,NDTV,497,1,1034,4.718592088997434,0
2025-07-05,IndiaTV,509,5,914,4.527833410639158,0
2025-07-05,CNNNews18,533,1,855,4.518117542399599,0
2025-07-05,TimesNow,545,1,823,4.178369127785755,0
2025-07-05,RepublicTV,546,1,1039,5.424673426220762,0
2025-07-05,TV9,493,1,781,4.371702393594644,0
2025-07-05,Asianet,494,5,1010,4.603275014858432,0
2025-07-05,Colors,543,1,833,5.279969141139707,0
2025-07-05,SonyTV,499,1,859,5.120245461131533,0
2025-07-05,StarPlus,556,1,1035,4.414283990442557,0
2025-07-05,ZeeCinema,548,1,696,4.760659860555862,0
2025-07-05,StarMovies,531,1,887,5.497365495989921,0
2025-07-05,HBO,551,1,957,4.78699640558029,0
2025-07-05,Discovery,522,1,1046,4.380541588665226,0
2025-07-05,NationalGeographic,542,1,721,4.9108855239336675,0
2025-07-05,AnimalPlanet,506,15,930,4.243907902544063,0
2025-07-05,HistoryTV18,520,1,1016,5.228217010237652,0
2025-07-05,CartoonNetwork,523,1,855,3.9063059132763427,0
2025-07-05,Pogo,542,1,732,4.7834165264233315,0
2025-07-05,Nickelodeon,525,1,971,4.383277635855628,0
2025-07-05,SonyMax,508,5,1187,5.3350587384738795,0
2025-07-05,ZeeTelugu,523,3,950,4.783253226560596,0
2025-07-05,ETV,492,1,968,4.846930006589472,0
2025-07-05,GeminiTV,543,15,944,5.167899813907166,0
2025-07-05,MaaTV,516,12,1012,4.961410426281122,0
2025-07-05,UdayaTV,545,1,1002,5.405046246616247,0
2025-07-05,SuryaTV,512,1,798,4.598000869582558,0
2025-07-05,KTV,515,3,969,4.134851949264374,0
2025-07-05,JayaTV,531,1,767,4.707805464779328,0
2025-07-05,RajTV,502,1,1023,4.485934033708633,0
2025-07-05,KalaignarTV,491,8,811,5.024837996106015,0
2025-07-05,DDNews,500,1,751,5.254854055314272,0
2025-07-05,DDNational,533,1,891,3.990196338737805,0
2025-07-05,DDSports,515,1,1117,5.1779721306438775,0
2025-07-05,TenSports,536,2,1049,4.159073934625355,0
2025-07-05,StarSports,509,1,1027,4.354270631453617,0
2025-07-05,SonySports,507,1,996,4.851995294579761,0
2025-07-05,Eurosport,511,1,935,5.053923654368212,0
2025-07-05,CNBC,533,1,854,5.240553549415594,0
2025-07-05,BloombergTV,546,1,918,5.330316699558,0
2025-07-05,BBCWorld,535,1,691,4.434718351716979,0
2025-07-05,AlJazeera,521,1,1094,5.1434139461252375,0
2025-07-05,France24,514,1,936,4.977380802416346,0
2025-07-05,VH1,523,1,917,4.5246093700166305,0
2025-07-05,MTV,507,3,922,5.17615854397441,0
2025-07-06,News24,52,211,4667,9.87419153438124,1
2025-07-06,StarTV,55,222,4297,9.054171610389691,1
2025-07-06,ZeeTV,54,200,4472,10.048306661045334,1
2025-07-06,SunTV,25,219,4852,9.954541658646368,1
2025-07-06,ABPNews,60,217,4262,9.594791050200369,1
2025-07-06,NDTV,44,227,4400,9.766227031469622,1
2025-07-06,IndiaTV,24,206,4580,10.310854741529175,1
2025-07-06,CNNNews18,23,199,4758,9.705860502798815,1
2025-07-06,TimesNow,11,206,4606,9.902521831455244,1
2025-07-06,RepublicTV,50,211,4412,9.91932996460364,1
2025-07-06,TV9,25,215,4338,10.172802156812056,1
2025-07-06,Asianet,55,216,4252,10.369205612924127,1
2025-07-06,Colors,36,239,4481,9.441271198708783,1
2025-07-06,SonyTV,17,207,4398,9.874949973639986,1
2025-07-06,StarPlus,21,211,4352,9.570108757010043,1
2025-07-06,ZeeCinema,42,209,4502,10.428451316781134,1
2025-07-06,StarMovies,65,200,4368,10.080998009801272,1
2025-07-06,HBO,32,226,4265,9.642240417560892,1
2025-07-06,Discovery,8,217,4841,9.81620192903494,1
2025-07-06,NationalGeographic,32,224,4582,9.41288222328074,1
2025-07-06,AnimalPlanet,3,216,4330,9.661514466627326,1
2025-07-06,HistoryTV18,-7,195,4264,9.575602631317821,1
2025-07-06,CartoonNetwork,28,185,4443,9.26198146272367,1
2025-07-06,Pogo,48,221,4472,9.921225480021452,1
2025-07-06,Nickelodeon,58,211,4904,9.983714258889993,1
2025-07-06,SonyMax,38,222,4581,9.886632466258808,1
2025-07-06,ZeeTelugu,46,204,4652,10.056028926864007,1
2025-07-06,ETV,3,204,4425,9.558849348087751,1
2025-07-06,GeminiTV,0,220,4720,8.816654341692674,1
2025-07-06,MaaTV,43,200,4603,10.721305910526109,1
2025-07-06,UdayaTV,24,211,4762,9.930678754878803,1
2025-07-06,SuryaTV,41,214,4240,10.688111501494303,1
2025-07-06,KTV,50,198,4796,9.330598300730896,1
2025-07-06,JayaTV,16,200,4738,9.84847068420614,1
2025-07-06,RajTV,1,192,4420,9.134528925183137,1
2025-07-06,KalaignarTV,7,212,4227,9.51043774497,1
2025-07-06,DDNews,27,210,4511,9.482855914664,1
2025-07-06,DDNational,8,184,4533,9.062341305340144,1
2025-07-06,DDSports,37,239,4294,10.310287188969939,1
2025-07-06,TenSports,12,202,4596,10.292257164157283,1
2025-07-06,StarSports,9,239,4244,8.841783323902392,1
2025-07-06,SonySports,63,229,4604,9.893202370587534,1
2025-07-06,Eurosport,66,202,4230,9.798165588307658,1
2025-07-06,CNBC,43,233,4422,9.068051677164467,1
2025-07-06,BloombergTV,19,213,4647,9.85239131469761,1
2025-07-06,BBCWorld,48,211,4248,10.139700596797558,1
2025-07-06,AlJazeera,14,220,4659,9.50166495405977,1
2025-07-06,France24,32,204,4623,10.599406446702275,1
2025-07-06,VH1,28,235,4307,10.129318792980776,1
2025-07-06,MTV,47,213,4628,9.114162842961022,1
2025-07-07,News24,488,10,672,4.088035548284951,0
2025-07-07,StarTV,519,18,694,4.048649462430601,0
2025-07-07,ZeeTV,483,1,990,4.58006978698677,0
2025-07-07,SunTV,524,1,835,4.595386560633846,0
2025-07-07,ABPNews,498,1,788,3.9337076471956434,0
2025-07-07,NDTV,459,11,1000,4.231115415848919,0
2025-07-07,IndiaTV,497,1,903,4.779628476428075,0
2025-07-07,CNNNews18,484,1,838,4.501634054730954,0
2025-07-07,TimesNow,501,17,831,4.701262371146175,0
2025-07-07,RepublicTV,495,5,737,4.214153731410774,0
2025-07-07,TV9,481,11,965,4.361224942510976,0
2025-07-07,Asianet,488,10,886,5.05108887539034,0
2025-07-07,Colors,512,2,735,4.507285220354064,0
2025-07-07,SonyTV,517,1,558,4.209084239215841,0
2025-07-07,StarPlus,471,14,817,4.925173315103816,0
2025-07-07,ZeeCinema,493,1,1111,3.9357253091639803,0
2025-07-07,StarMovies,472,1,932,3.8897007405163104,0
2025-07-07,HBO,512,3,755,3.5935840015869402,0
2025-07-07,Discovery,482,1,705,4.009514878891545,0
2025-07-07,NationalGeographic,486,11,642,4.6857152021405035,0
2025-07-07,AnimalPlanet,506,1,913,4.507308931398772,0
2025-07-07,HistoryTV18,466,1,731,4.494564871646683,0
2025-07-07,CartoonNetwork,474,12,680,5.002919828033415,0
2025-07-07,Pogo,494,1,759,4.401093768058868,0
2025-07-07,Nickelodeon,490,8,686,4.690040876336644,0
2025-07-07,SonyMax,486,1,854,4.368382306806743,0
2025-07-07,ZeeTelugu,478,13,881,4.393223561232202,0
2025-07-07,ETV,476,18,838,4.344653050672774,0
2025-07-07,GeminiTV,509,8,965,4.0878650994016414,0
2025-07-07,MaaTV,502,5,859,4.378599737598776,0
2025-07-07,UdayaTV,474,1,863,4.575608637793364,0
2025-07-07,SuryaTV,494,5,899,4.154150167268817,0
2025-07-07,KTV,499,15,908,4.602043224475968,0
2025-07-07,JayaTV,479,1,619,5.088555222011564,0
2025-07-07,RajTV,484,5,596,4.680619856185562,0
2025-07-07,KalaignarTV,506,1,666,3.8603306844536647,0
2025-07-07,DDNews,498,10,687,4.496229735318906,0
2025-07-07,DDNational,507,1,874,4.148014606926059,0
2025-07-07,DDSports,498,18,830,4.445600798947155,0
2025-07-07,TenSports,503,7,906,4.606416214890409,0
2025-07-07,StarSports,479,10,759,4.03008808229247,0
2025-07-07,SonySports,520,4,684,3.9264200798567153,0
2025-07-07,Eurosport,465,1,802,4.946609598922862,0
2025-07-07,CNBC,531,1,716,4.745535572625932,0
2025-07-07,BloombergTV,459,6,934,4.5670656251904,0
2025-07-07,BBCWorld,482,1,926,4.569143399013991,0
2025-07-07,AlJazeera,501,1,763,4.567106509799699,0
2025-07-07,France24,455,1,1058,3.771909089421446,0
2025-07-07,VH1,499,1,844,4.49679963520114,0
2025-07-07,MTV,502,1,588,3.9219665381699698,0
2025-07-08,News24,17,197,4714,10.301797749009442,1
2025-07-08,StarTV,4,215,4727,10.021358605158388,1
2025-07-08,ZeeTV,47,237,4373,9.268272712189539,1
2025-07-08,SunTV,48,233,4499,10.687181438063078,1
2025-07-08,ABPNews,-3,201,4600,9.980478878665526,1
2025-07-08,NDTV,8,230,4711,10.454258091898982,1
2025-07-08,IndiaTV,21,199,4618,9.501262052994065,1
2025-07-08,CNNNews18,49,214,4880,10.149907581208533,1
2025-07-08,TimesNow,10,212,4384,10.39854896912977,1
2025-07-08,RepublicTV,37,195,4536,10.52136316855508,1
2025-07-08,TV9,11,238,4411,10.161211501167978,1
2025-07-08,Asianet,26,207,4517,10.47387692948684,1
